ProductBrand,ProductName,ProductTHCUnit,ProductTHCAmount,ProductCBDUnit,ProductCBDAmount,DispensaryName,Delivery,ProductType,ProductTypeSub,Quantity1,Price1,QuantityAvailable
Elysium Fields,Elysium Fields - PINEAPPLE FAANTA HASH ROSIN - Dabs - - H,PERCENTAGE,66.02,N/A,0,Chalice Farms (Powell),1,Concentrate,hash,1g,50,7
Funk Extracts,Funk Extracts GMO Live Rosin,PERCENTAGE,71.63,PERCENTAGE,0,Farma,1,Concentrate,rosin,1g,50,25
Funk Extracts,Funk | Frosted Strawberry Zelato | Live Rosin | 1g,PERCENTAGE,75.33,N/A,0,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,50,9
Happy Cabbage Farms,Tangies & Cream 6 Star Rosin Batter | 1g,N/A,0,N/A,0,Truly Pure,1,Concentrate,rosin,1g,50,1
Hash Hamilton,Extract - Hash Hamilton - Sherbadough (Hash Rosin),PERCENTAGE,74.1,PERCENTAGE,1.2,VIBE - Amberlight,0,Concentrate,rosin,1g,50,2
Hash Hamilton,Hash Hamilton - BANANA BREATH - Hash Rosin - - H,PERCENTAGE,77.37,PERCENTAGE,1.46,Chalice Farms (Powell),1,Concentrate,hash,1g,50,4
Hash Hamilton,Hash Hamilton Watermelon Zkittlez Hash Rosin Badder,PERCENTAGE,68.6,PERCENTAGE,4.51,Farma,1,Concentrate,rosin,1g,50,1
Highland,Highland Provisions - Paradise Circus - Fresh Press Rosin,N/A,0,N/A,0,SWED CO,0,Concentrate,rosin,1g,50,2
Highland,Highland Provisions - Star Pebbles - Fresh Press Rosin,N/A,0,N/A,0,SWED CO,0,Concentrate,rosin,1g,50,5
Highland Provisions,Highland Provisions - Wilson! Zero - Fresh Press Rosin,N/A,0,N/A,0,SWED CO,0,Concentrate,rosin,1g,50,8
Highland Provisions,Highland Provisions | Paradise Circus | Fresh Press Live Rosin | 1g,PERCENTAGE,66.39,PERCENTAGE,0.16,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,50,13
Highland Provisions,Highland Provisions | Sour Garlic Cookies  | Fresh Press Live Rosin | 1g,PERCENTAGE,73.9,PERCENTAGE,1.7,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,50,8
Highland Provisions,Highland Provisions | Triple Stuffed | Fresh Press Live Rosin | 1g,PERCENTAGE,71.35,PERCENTAGE,0.2,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,50,9
Highland Provisions,Highland Provisions | Triple Stuffed | Fresh Pressed Live Rosin | 1g,PERCENTAGE,71.35,PERCENTAGE,0.2,Oregons Finest (Convention Center),1,Concentrate,rosin,1g,50,3
Highland Provisions,Highland Provisions | Tropsanto | Fresh Press Live Rosin | 1g,PERCENTAGE,73,PERCENTAGE,1.99,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,50,7
Highland Provisions,Sundae Driver Premium Live Rosin | 1g,PERCENTAGE,66.36,PERCENTAGE,2,Oregons Finest (Convention Center),1,Concentrate,rosin,1g,50,6
Highlnad Provisions,Highland Provisions | Sundae Driver | Fresh Press Live Rosin | 1g,PERCENTAGE,66.36,PERCENTAGE,0.18,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,50,10
Pot of Gold,Jungle Cake Rosin - Pot of Gold,PERCENTAGE,72.62,PERCENTAGE,0.31,Tetra Cannabis (Belmont),1,Concentrate,rosin,1g,50,1
Pot of Gold,Super Banana Haze Rosin - Pot of Gold,PERCENTAGE,73.07,PERCENTAGE,0,Tetra Cannabis (Belmont),1,Concentrate,rosin,1g,50,1
Highland Provisions,Highland Provisions | Star Pebbles | Live Rosin Badder | 1g,PERCENTAGE,71.8,PERCENTAGE,1.9,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,51.67,6
Verdant Leaf,Verdant Leaf | GMO Rosin,N/A,0,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,51.67,25
Verdant Leaf,Verdant Leaf | Sour Punch Rosin,PERCENTAGE,68.46,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,51.67,19
Verdant Leaf,Verdant Leaf | Tally Man Rosin,PERCENTAGE,69.68,PERCENTAGE,0,TJs on Powell,0,Concentrate,rosin,1g,51.67,5
Highland Provisions,Cowboy Kush Premium Live Rosin | 1g,PERCENTAGE,70.67,PERCENTAGE,0,Electric Lettuce - Weilder,0,Concentrate,badder,1g,52,3
Highland Provisions,Sour Garlic Cookies Live Rosin Budder | 1g,PERCENTAGE,68.2,PERCENTAGE,0.2,Electric Lettuce - Weilder,0,Concentrate,badder,1g,52,2
Highland Provisions,Star Pebbles Live Rosin Badder | 1g,PERCENTAGE,71.8,PERCENTAGE,0.19,Serra (Belmont St - Portland),1,Concentrate,rosin,1gC,52,2
Highland Provisions,Star Pebbles Premium Live Rosin | 1g,PERCENTAGE,71.8,PERCENTAGE,0,Electric Lettuce - Sellwood,0,Concentrate,badder,1g,52,1
Highland Provisions,Tropsanto Live Rosin Fresh Press | 1g,PERCENTAGE,73.05,PERCENTAGE,0.19,Serra (Belmont St - Portland),1,Concentrate,rosin,1gC,52,4
Highland,Highland Provisions - Cowboy Kush - Live Rosin Badder,N/A,0,N/A,0,SWED CO,0,Concentrate,rosin,1g,52.5,15
Highland,Highland Provisions - Paradise Circus - Live Rosin Badder,N/A,0,N/A,0,SWED CO,0,Concentrate,rosin,1g,52.5,3
BNK,BNK | Mimosa Rosin Badder,PERCENTAGE,68.24,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,11
Bonsai,Bonsai | Deadhead OG Live Rosin,PERCENTAGE,68.95,PERCENTAGE,0.16,TJs on Powell,0,Concentrate,rosin,1g,53.33,7
Bonsai,Bonsai | Wedding Cake Live Rosin,N/A,0,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,24
Decibel,Choco Bonkers Live Rosin | 1g,PERCENTAGE,1000,PERCENTAGE,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,4
Decibel,Decibel Extracts | Banana Punch 90µ-120µ Rosin,N/A,0,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,12
Decibel,Decibel Extracts | Crescendo 90u-120u Rosin,PERCENTAGE,0,PERCENTAGE,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,22
Decibel,Decibel Extracts | Donkey Butter 90u Live Rosin,N/A,0,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,5
Decibel,Decibel Extracts | Key Lime Pie 90u Rosin,N/A,0,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,9
Decibel,Decibel Extracts | Papaya Punch 90u Live Rosin,PERCENTAGE,68.08,PERCENTAGE,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,3
Decibel,Decibel Extracts | Pheno Medley 90u Live Rosin,PERCENTAGE,1000,PERCENTAGE,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,16
Decibel,Decibel Extracts | Rotten Bananas 90u Live Rosin,PERCENTAGE,62.67,PERCENTAGE,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,17
Decibel,Decibel Extracts | Sour Diesel 90u Live Rosin,PERCENTAGE,0.01,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,10
Decibel Farms,Wonka Bars Live Rosin | 1g,PERCENTAGE,60.1,PERCENTAGE,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,1
Happy Cabbage Farms,Happy Cabbage | Dirty Mojito Fresh Press Hash Rosin,PERCENTAGE,70.4,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,11
Happy Cabbage Farms,Happy Cabbage | Garlic Jungle Cake Hash Rosin Batter,PERCENTAGE,75.2,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,3
Happy Cabbage Farms,Happy Cabbage | Gelato 25 Hash Rosin Batter,N/A,0,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,4
Happy Cabbage Farms,Happy Cabbage | Kush Mints Hash Rosin Batter,PERCENTAGE,75,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,11
Happy Cabbage Farms,Happy Cabbage | SFV OG Fresh Press Hash Rosin,PERCENTAGE,68.8,PERCENTAGE,0.24,TJs on Powell,0,Concentrate,rosin,1g,53.33,2
Happy Cabbage Farms,Happy Cabbage | Sour Diesel Hash Rosin Batter,PERCENTAGE,74,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,25
Happy Cabbage Farms,Happy Cabbage | The Dessert Rosin Batter,PERCENTAGE,76.1,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,53.33,4
Highland Provisions,Highland Provisions | Garlic Drip Live Rosin Budder,PERCENTAGE,77.8,PERCENTAGE,0.19,TJs on Powell,0,Concentrate,rosin,1g,54.17,3
Highland Provisions,Highland Provisions - CHEM Z Rosin Badder,N/A,0,N/A,0,Chalice Farms (Powell),1,Concentrate,badder,1g,55,5
Highland Provisions,Highland Provisions - HELLS BELLS - Rosin Badder,N/A,0,N/A,0,Chalice Farms (Downtown),0,Concentrate,badder,1g,55,1
Highland Provisions,Highland Provisions - STRAWBERRIES & CREAM - Live Rosin Budder - - H,N/A,0,N/A,0,Chalice Farms (Powell),1,Concentrate,budder,1g,55,4
PDX Dabs,Don Mega Hash Rosin - PDX Dabs,PERCENTAGE,74.2,PERCENTAGE,0.25,Natural RXemedies,0,Concentrate,hash,1g,55,14
Willamette Valley Alchemy,Willamette Valley Alchemy | Wedding Cake Live Rosin | 1g,PERCENTAGE,65.28,PERCENTAGE,0.2,MindRite,0,Concentrate,rosin,1g,55,6
Decibel Dabs,GMO 90/120 - Live Rosin - Decibel,PERCENTAGE,74.81,PERCENTAGE,0,Broadway Cannabis Market,0,Concentrate,rosin,1g,55.5,6
Decibel Farms,Papaya Punch Live Rosin | 1g,PERCENTAGE,67.74,PERCENTAGE,0,Broadway Cannabis Market,0,Concentrate,rosin,1g,55.5,6
Decibel Farms,Purple MAC Live Rosin | 1g,PERCENTAGE,63.71,PERCENTAGE,0,Broadway Cannabis Market,0,Concentrate,rosin,1g,55.5,9
Highland Provisions,Paradise Circus Premium Live Rosin Jam | 1g,PERCENTAGE,70.8,PERCENTAGE,0,Top Hat Express,1,Concentrate,rosin,1g,55.83,1
Highland Provisions,Star Pebbles Premium Live Rosin | 1g,PERCENTAGE,0,PERCENTAGE,0,Top Hat Express,1,Concentrate,rosin,1g,55.83,10
BNK,BNK | Grape Cream Cake Rosin Badder,PERCENTAGE,65.47,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,56.67,25
BNK,BNK | Grease Bucket Rosin Badder,PERCENTAGE,70.94,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,56.67,25
BNK,BNK | Wonka Bars Rosin Badder,PERCENTAGE,67,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,56.67,25
Happy Cabbage Farms,Happy Cabbage | Crater Kush Hash Rosin Batter,N/A,0,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,56.67,3
Happy Cabbage Farms,Happy Cabbage | Double D Hash Rosin Badder,N/A,0,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,56.67,1
Happy Cabbage Farms,Happy Cabbage | Gelato Cheesecake Rosin Batter,PERCENTAGE,65.4,PERCENTAGE,0.3,TJs on Powell,0,Concentrate,rosin,1g,56.67,6
Happy Cabbage Farms,Happy Cabbage | Guard Dog Hash Rosin Batter,PERCENTAGE,1000,PERCENTAGE,0,TJs on Powell,0,Concentrate,rosin,1g,56.67,10
Happy Cabbage Farms,Happy Cabbage | Wilson Zero Hash Rosin Batter,N/A,0,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,56.67,12
Highland Provisions,Garlic Drip Premium Live Rosin Jam | 1g,PERCENTAGE,75.27,PERCENTAGE,0.17,Top Hat Express,1,Concentrate,rosin,1g,57.5,5
Highland Provisions,Kush Sorbet Live Rosin Jam | 1g,PERCENTAGE,75.38,PERCENTAGE,0.21,Top Hat Express,1,Concentrate,rosin,1g,57.5,5
Highland Provisions,Paradise Circus Premium Live Rosin Jam | 1g,PERCENTAGE,0,PERCENTAGE,0,Top Hat Express,1,Concentrate,budder,1g,57.5,10
Highland Provisions,Strawberries and Cream Premium Live Rosin Jam | 1g,PERCENTAGE,74.36,PERCENTAGE,0.16,Top Hat Express,1,Concentrate,rosin,1g,57.5,2
Highland Provisions,Highland Provisions - TRIPLE STUFFED x TROPSANTO - Rosin Jam - - I,N/A,0,N/A,0,Chalice Farms (Powell),1,Concentrate,rosin,1g,58,1
Highland Provisions,Lemon Royale Live Rosin Jam | 1g,PERCENTAGE,0,PERCENTAGE,0,Chalice Farms (Powell),1,Concentrate,rosin,1g,58,3
Highland Provisions,Star Pebbles - Dabs Live Rosin Jam,PERCENTAGE,72.22,PERCENTAGE,0.22,Nectar - Terwilliger,0,Concentrate,rosin,1g,58,2
Highland Provisions,Sundae Driver Premium Live Rosin | 1g,PERCENTAGE,69.87,PERCENTAGE,0.17,Nectar - Beaverton Hillsdale,0,Concentrate,rosin,1g,58,2
,Highland Provisions | Member OG | Live Rosin Jam | 1g,PERCENTAGE,75.59,PERCENTAGE,0.17,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,58.33,14
Decibel,Decibel -  90µ - 120µ Papaya Punch - Live Rosin,N/A,0,N/A,0,SWED CO,0,Concentrate,rosin,1g,58.33,3
Decibel,Decibel - 90µ - 120µ Banana Punch - Live Rosin,PERCENTAGE,83.96,PERCENTAGE,0,SWED CO,0,Concentrate,rosin,1g,58.33,15
Decibel,Decibel - 90µ - 120µ Sour Diesel - Live Rosin,N/A,0,N/A,0,SWED CO,0,Concentrate,rosin,1g,58.33,1
Decibel Farms,Rotten Banana Live Rosin | 1g,PERCENTAGE,0,PERCENTAGE,0,SWED CO,0,Concentrate,rosin,1g,58.33,3
Decibel Farms,Spiked Garlic Breath Live Rosin | 1g,PERCENTAGE,0,PERCENTAGE,0,SWED CO,0,Concentrate,rosin,1g,58.33,5
Highland,Highland Provisions - Star Pebbles - Live Rosin Jam,N/A,0,N/A,0,SWED CO,0,Concentrate,rosin,1g,58.33,2
Highland,Highland Provisions - Strawberries & Cream - Live Rosin Jam,N/A,0,N/A,0,SWED CO,0,Concentrate,rosin,1g,58.33,1
Highland,Highland Provisions - Wilson! Zero - Live Rosin Jam,N/A,0,N/A,0,SWED CO,0,Concentrate,rosin,1g,58.33,4
Highland Provisions,Chem Z Live Rosin Badder | 1g,PERCENTAGE,0,PERCENTAGE,0,SWED CO,0,Concentrate,rosin,1g,58.33,2
Highland Provisions,Chem Z Live Rosin Badder | 1g,PERCENTAGE,72.49,PERCENTAGE,0.17,Oregons Finest (Convention Center),1,Concentrate,rosin,1g,58.33,3
Highland Provisions,Highland Provisions | Garlic Drip | Live Rosin Budder | 1g,PERCENTAGE,76.42,PERCENTAGE,0.19,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,58.33,1
Highland Provisions,Highland Provisions | Garlic Drip | Live Rosin Jam | 1g,PERCENTAGE,75.27,PERCENTAGE,0.17,Oregons Finest (Convention Center),1,Concentrate,rosin,1g,58.33,1
Highland Provisions,Highland Provisions | Garlic Drip | Live Rosin Jam | 1g,PERCENTAGE,78.1,PERCENTAGE,1,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,58.33,10
Highland Provisions,Highland Provisions | Member OG | Live Rosin Budder | 1g,PERCENTAGE,74.6,PERCENTAGE,-2,Oregons Finest (Convention Center),1,Concentrate,rosin,1g,58.33,1
Highland Provisions,Highland Provisions | Sour Garlic Cks | Live Rosin Badder | 1g,PERCENTAGE,68.21,PERCENTAGE,0.19,Oregons Finest (Convention Center),1,Concentrate,rosin,1g,58.33,3
Highland Provisions,Highland Provisions | Wilson! Zero | Live Rosin Jam | 1g,PERCENTAGE,65.92,PERCENTAGE,0.02,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,58.33,12
Highland Provisions,Sour Garlic Cookies Live Rosin Budder | 1g,PERCENTAGE,0,PERCENTAGE,0,SWED CO,0,Concentrate,rosin,1g,58.33,3
Tao Bubble,Tao Bubble | Ultra Violence 90-149u Live Rosin,PERCENTAGE,77.94,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,58.33,4
Happy Cabbage Farms,Banana Bliss - Rosin - Happy Cabbage,PERCENTAGE,74.9,PERCENTAGE,0.23,Broadway Cannabis Market,0,Concentrate,rosin,1g,59.17,1
Happy Cabbage Farms,LA Snaxx - Rosin - Happy Cabbage,PERCENTAGE,73.6,PERCENTAGE,0.2,Broadway Cannabis Market,0,Concentrate,rosin,1g,59.17,3
Happy Cabbage Farms,Sundae Driver - Rosin - Happy Cabbage,PERCENTAGE,68.9,PERCENTAGE,0.4,Broadway Cannabis Market,0,Concentrate,rosin,1g,59.17,1
BNK,BNK | Dosi Pie 90u Rosin Badder,N/A,0,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,60,6
BNK,BNK | Grease Bucket 90u Rosin Badder,PERCENTAGE,71.79,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,60,25
BNK,BNK | Trop Kush Rosin Badder,PERCENTAGE,56.7,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,60,25
Bonsai,Deadhead OG 90u Hash Rosin - Bonsai,PERCENTAGE,60,N/A,0,Natural RXemedies,0,Concentrate,hash,1g,60,19
Bonsai,GMO 90u Hash Rosin - Bonsai,PERCENTAGE,60,N/A,0,Natural RXemedies,0,Concentrate,hash,1g,60,14
Bonsai,Ghost Of Jerry Hash Rosin - Bonsai,PERCENTAGE,60,N/A,0,Natural RXemedies,0,Concentrate,hash,1g,60,16
Bonsai,Wedding Cake 90u Hash Rosin - Bonsai,PERCENTAGE,60,N/A,0,Natural RXemedies,0,Concentrate,hash,1g,60,17
Bos Nose Knows,Bos Nose Knows | Fresh Pressed Rosin | Purple Dahlia,PERCENTAGE,64.55,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,60,2
Bos Nose Knows,Bos Nose Knows | Rosin Badder | GMO,PERCENTAGE,66.34,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,60,2
Bos Nose Knows,Bos Nose Knows | Rosin Badder | Grape Mac,PERCENTAGE,67,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,60,1
Decibel Farms,Banana Punch Live Rosin | 1g,PERCENTAGE,0,PERCENTAGE,0,Chalice Farms (Downtown),0,Concentrate,rosin,1g,60,2
Decibel Farms,Banana Punch Live Rosin | 1g,PERCENTAGE,0,PERCENTAGE,0,Chalice Farms (Powell),1,Concentrate,rosin,1g,60,5
Decibel Farms,Banana Punch Live Rosin | 1g,PERCENTAGE,63.28,PERCENTAGE,0,Electric Lettuce - Sellwood,0,Concentrate,rosin,1g,60,1
Decibel Farms,Banana Punch Live Rosin | 1g,PERCENTAGE,63.28,PERCENTAGE,0,Serra (Belmont St - Portland),1,Concentrate,rosin,1g,60,2
Decibel Farms,Choco Bonkers Live Rosin 90u | 1g,PERCENTAGE,64.88,PERCENTAGE,0,Electric Lettuce - Old Town,0,Concentrate,rosin,1g,60,3
Decibel Farms,Choco Bonkers Live Rosin | 1g,PERCENTAGE,64.8,PERCENTAGE,0,Electric Lettuce - Foster - Powell,0,Concentrate,rosin,1g,60,3
Decibel Farms,Crescendo Live Rosin | 1g,PERCENTAGE,0,PERCENTAGE,0,Chalice Farms (Downtown),0,Concentrate,rosin,1g,60,7
Decibel Farms,Crescendo Live Rosin | 1g,PERCENTAGE,0,PERCENTAGE,0,Chalice Farms (Powell),1,Concentrate,rosin,1g,60,5
Decibel Farms,Decibel Farms | 90u GMO Live Rosin | 1g,MILLIGRAMS,657.7,PERCENTAGE,0,MindRite,0,Concentrate,rosin,1g,60,1
Decibel Farms,Decibel Farms | 90u Key Lime Pie Live Rosin | 1g,PERCENTAGE,65.65,PERCENTAGE,0,MindRite,0,Concentrate,rosin,1g,60,4
Decibel Farms,Decibel Farms | 90u Mr. Clean Live Rosin | 1g,PERCENTAGE,63.4,PERCENTAGE,0,MindRite,0,Concentrate,rosin,1g,60,4
Decibel Farms,GMO Live Rosin 90u-120u | 1g,PERCENTAGE,69.58,PERCENTAGE,0,Electric Lettuce - Old Town,0,Concentrate,rosin,1g,60,1
Decibel Farms,Purple MAC Live Rosin | 1g,PERCENTAGE,63.71,PERCENTAGE,0,Electric Lettuce - Foster - Powell,0,Concentrate,rosin,1g,60,2
Decibel Farms,Rotten Banana Live Rosin | 1g,PERCENTAGE,0,PERCENTAGE,0,Chalice Farms (Downtown),0,Concentrate,rosin,1g,60,2
Decibel Farms,Rotten Banana Live Rosin | 1g,PERCENTAGE,0,PERCENTAGE,0,Chalice Farms (Powell),1,Concentrate,rosin,1g,60,5
Happy Cabbage Farms,Blackberry Octane Fresh Press Hash Rosin | 1g,PERCENTAGE,69.4,PERCENTAGE,0,Serra (Belmont St - Portland),1,Concentrate,rosin,1gC,60,3
Happy Cabbage Farms,Crater Kush Hash Rosin Batter | 1g,PERCENTAGE,69.8,PERCENTAGE,0.24,Serra (Belmont St - Portland),1,Concentrate,rosin,1gC,60,3
Happy Cabbage Farms,Fresh Pressed Rosin | Guava,PERCENTAGE,71,PERCENTAGE,0.22,Oregrown (Portland),1,Concentrate,rosin,1g,60,3
Happy Cabbage Farms,Garlic Jungle Cake 6 Star Rosin | 1g,PERCENTAGE,75.3,PERCENTAGE,0,VIBE - Amberlight,0,Concentrate,rosin,1g,60,3
Happy Cabbage Farms,Gelato 25 Hash Rosin Batter | 1g,PERCENTAGE,66.2,PERCENTAGE,0,Serra (Belmont St - Portland),1,Concentrate,rosin,1gC,60,2
Happy Cabbage Farms,Guard Dog Rosin | 1g,PERCENTAGE,69.2,PERCENTAGE,0,Electric Lettuce - Sellwood,0,Concentrate,rosin,1g,60,4
Happy Cabbage Farms,HCF I Banana Bliss HashRosin batter,N/A,0,N/A,0,Top Hat Express,1,Concentrate,hash,1g,60,7
Happy Cabbage Farms,HCF I Deez Cakes HashRosin Batter,N/A,0,N/A,0,Top Hat Express,1,Concentrate,hash,1g,60,4
Happy Cabbage Farms,HCF I Double Ds HashRosin,N/A,0,N/A,0,Top Hat Express,1,Concentrate,rosin,1g,60,2
Happy Cabbage Farms,HCF I Dozicot FP HashRosin,N/A,0,N/A,0,Top Hat Express,1,Concentrate,rosin,1g,60,3
Happy Cabbage Farms,HCF I Garlic Mints HashRosin batter,PERCENTAGE,68.2,N/A,0,Top Hat Express,1,Concentrate,rosin,1g,60,5
Happy Cabbage Farms,HCF I Gelato Glue HashRosin batter,N/A,0,N/A,0,Top Hat Express,1,Concentrate,hash,1g,60,5
Happy Cabbage Farms,HCF I LA Wedding Pop HashRosin,N/A,0,N/A,0,Top Hat Express,1,Concentrate,rosin,1g,60,2
Happy Cabbage Farms,HCF I Melon Granita FP HashRosin,N/A,0,N/A,0,Top Hat Express,1,Concentrate,hash,1g,60,3
Happy Cabbage Farms,HCF I Phantom Cake FP HashRosin,N/A,0,N/A,0,Top Hat Express,1,Concentrate,rosin,1g,60,2
Happy Cabbage Farms,HCF I WeddingCake+DogwalkerTangie HashRosin batter,N/A,0,N/A,0,Top Hat Express,1,Concentrate,hash,1g,60,5
Happy Cabbage Farms,Happy Cabbage - Strawberry Banana - Fresh Press Hash Rosin,N/A,0,N/A,0,SWED CO,0,Concentrate,rosin,1g,60,3
Happy Cabbage Farms,Happy Cabbage - Troplato - Hash Rosin,N/A,0,N/A,0,SWED CO,0,Concentrate,rosin,1g,60,4
Happy Cabbage Farms,Happy Cabbage - Wilson! Zero - Fresh Press Hash Rosin,N/A,0,N/A,0,SWED CO,0,Concentrate,rosin,1g,60,4
Happy Cabbage Farms,Happy Cabbage Farm Pineapple Kiwi Hash Rosin Batter,PERCENTAGE,75.1,N/A,0,Electric Lettuce - Weilder,0,Concentrate,rosin,1g,60,2
Happy Cabbage Farms,Happy Cabbage Farm | Tangies and Cream Hash Rosin Batter | 1g,PERCENTAGE,72.6,PERCENTAGE,0,Electric Lettuce - Old Town,0,Concentrate,rosin,1g,60,4
Happy Cabbage Farms,Happy Cabbage Farms Guard Dog Hash Rosin Batter,PERCENTAGE,69.2,N/A,0,Electric Lettuce - Weilder,0,Concentrate,rosin,1g,60,4
Happy Cabbage Farms,Happy Cabbage Farms Guard Dog Hash Rosin Batter,PERCENTAGE,69.2,PERCENTAGE,0,Electric Lettuce - Foster - Powell,0,Concentrate,rosin,1g,60,4
Happy Cabbage Farms,Happy Cabbage Farms Johnny Glaze Hash Rosin Batter,PERCENTAGE,61.4,PERCENTAGE,0,Farma,1,Concentrate,rosin,1g,60,3
Happy Cabbage Farms,Happy Cabbage Farms | Fresh Pressed Rosin | Strawberry Banana,PERCENTAGE,70.8,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,60,8
Happy Cabbage Farms,Happy Cabbage Farms | Fresh Pressed Rosin | Wilson! Zero,PERCENTAGE,70.2,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,60,4
Happy Cabbage Farms,Happy Cabbage Farms | Hash Rosin Batter | Citral Glue,PERCENTAGE,67.5,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,hash,1g,60,3
Happy Cabbage Farms,Happy Cabbage Farms | Hash Rosin | LA Kush Cake,PERCENTAGE,69.6,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,hash,1g,60,9
Happy Cabbage Farms,Happy Cabbage | Hash Rosin Batter | Sour Diesel,PERCENTAGE,74,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,60,1
Happy Cabbage Farms,Ice Cream Cake + Ice Cream Zunday Hash Rosin Batter | 1g,PERCENTAGE,59.2,PERCENTAGE,0,Serra (Belmont St - Portland),1,Concentrate,rosin,1gC,60,2
Happy Cabbage Farms,Salami Leg Hash Rosin Batter - Happy Cabbage Farms,N/A,0,N/A,0,Natural RXemedies,0,Concentrate,hash,1g,60,3
Happy Cabbage Farms,Wedding Cake x Gelato 6 Star Rosin | 1g,PERCENTAGE,0,PERCENTAGE,0,Natural RXemedies,0,Concentrate,hash,1g,60,3
Hash Hamilton,GMO Hash Rosin - Hash Hamilton,N/A,0,N/A,0,Natural RXemedies,0,Concentrate,hash,1g,60,2
Hash Hamilton,Hash Hamilton | Hash Rosin | Daywrecker,PERCENTAGE,80.59,PERCENTAGE,2.22,Oregrown (Portland),1,Concentrate,hash,1g,60,3
Hash Hamilton,Hash Hamilton | Live Rosin | Peanut Butter Breath,PERCENTAGE,71.35,PERCENTAGE,1.96,Oregrown (Portland),1,Concentrate,rosin,1g,60,3
Hash Hamilton,Hash Hamilton | Rosin | PCG GMO,PERCENTAGE,84.41,PERCENTAGE,2.11,Oregrown (Portland),1,Concentrate,rosin,1g,60,8
Highland Provisions,Chem Z Live Rosin Badder | 1g,PERCENTAGE,66.95,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,60,8
Highland Provisions,Highland Provisions | Fresh Pressed Rosin | Wilson! Zero,PERCENTAGE,74.94,PERCENTAGE,0.24,Oregrown (Portland),1,Concentrate,rosin,1g,60,2
Highland Provisions,Highland Provisions | Live Rosin Jam | Triple Stuffed,PERCENTAGE,74.31,PERCENTAGE,1.7,Oregrown (Portland),1,Concentrate,rosin,1g,60,2
Highland Provisions,Lemon Royale Live Rosin Badder | 1g,PERCENTAGE,67.59,PERCENTAGE,0.24,Oregrown (Portland),1,Concentrate,rosin,1g,60,2
Highland Provisions,Sundae Driver Live Rosin Jam | 1g,PERCENTAGE,69.38,PERCENTAGE,0.18,Serra (Belmont St - Portland),1,Concentrate,rosin,1g,60,5
