ProductBrand,ProductName,ProductTHCUnit,ProductTHCAmount,ProductCBDUnit,ProductCBDAmount,DispensaryName,Delivery,ProductType,ProductTypeSub,Quantity1,Price1,QuantityAvailable
Highland Provisions,Sundae Driver Premium Live Rosin | 1g,PERCENTAGE,69.38,PERCENTAGE,0,Electric Lettuce - Sellwood,0,Concentrate,rosin,1g,60,3
Highland Provisions,Sundae Driver Premium Live Rosin | 1g,PERCENTAGE,73.34,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,60,7
Verdant Leaf,Verdant Leaf Pure Guava Live Rosin,PERCENTAGE,70.19,PERCENTAGE,0,Farma,1,Concentrate,rosin,1g,60,1
Hash Hamilton,Hash Hamilton | Pie Face Hash Rosin,PERCENTAGE,1000,PERCENTAGE,0,TJs on Powell,0,Concentrate,rosin,1g,61.67,2
Tao,Tao Bubble | Watermelon Zkittlez 70-149u Hash Rosin,PERCENTAGE,68.25,PERCENTAGE,0,TJs on Powell,0,Concentrate,rosin,1g,61.67,6
Happy Cabbage Farms,Double DS - Hash Rosin - Happy Cabbage,PERCENTAGE,64.8,PERCENTAGE,0.27,Broadway Cannabis Market,0,Concentrate,rosin,1g,62.92,7
Happy Cabbage Farms,GMO - Hash Rosin Batter - Happy Cabbage,PERCENTAGE,67.9,PERCENTAGE,0.34,Broadway Cannabis Market,0,Concentrate,rosin,1g,62.92,3
Happy Cabbage Farms,Lemon Royale - Hash Rosin Batter - Happy Cabbage,PERCENTAGE,66.4,PERCENTAGE,0.34,Broadway Cannabis Market,0,Concentrate,rosin,1g,62.92,7
Bos Nose Knows,Grape Cream Cake Hash Rosin - Bos Nose Knows,PERCENTAGE,60,N/A,0,Natural RXemedies,0,Concentrate,hash,1g,64,1
Bos Nose Knows,Grease Bucket Full Spectrum Hash Rosin - Bos Nose Knows,PERCENTAGE,60,N/A,0,Natural RXemedies,0,Concentrate,hash,1g,64,9
Bos Nose Knows,Wonka Bars Hash Rosin - Bos Nose Knows,PERCENTAGE,60,N/A,0,Natural RXemedies,0,Concentrate,hash,1g,64,7
Happy Cabbage Farms,Happy Cabbage Farm Carbonated Chem Hash Rosin Batter,PERCENTAGE,64.8,PERCENTAGE,0.02,Electric Lettuce - Weilder,0,Concentrate,rosin,1g,64,1
Happy Cabbage Farms,Happy Cabbage Farm Gelato Cheesecake Hash Rosin Batter,PERCENTAGE,69.3,PERCENTAGE,0,Farma,1,Concentrate,rosin,1g,64,4
Happy Cabbage Farms,Happy Cabbage Farm Watermelon Zkittlez x GMO Hash Rosin Batter,PERCENTAGE,72.8,PERCENTAGE,0,Electric Lettuce - Foster - Powell,0,Concentrate,rosin,1g,64,1
Happy Cabbage Farms,Happy Cabbage Farms Blackberry Octane Fresh Press Hash Rosin,PERCENTAGE,69.4,PERCENTAGE,0,Farma,1,Concentrate,rosin,1g,64,2
Happy Cabbage Farms,Happy Cabbage Farms Colorado Chem Fresh Press Rosin,PERCENTAGE,71.8,PERCENTAGE,0,Electric Lettuce - Sellwood,0,Concentrate,rosin,1g,64,3
Happy Cabbage Farms,Happy Cabbage Farms Ice Cream Cake x Ice Cream Zunday Hash Rosin Batter,PERCENTAGE,66.6,N/A,0,Electric Lettuce - Sellwood,0,Concentrate,rosin,1g,64,4
Happy Cabbage Farms,Happy Cabbage Farms LA Kush Cake Rosin Batter,PERCENTAGE,69.6,PERCENTAGE,0,Electric Lettuce - Foster - Powell,0,Concentrate,rosin,1g,64,2
Happy Cabbage Farms,Happy Cabbage Farms Laser Sword Fresh Press Hash Rosin,PERCENTAGE,73.5,PERCENTAGE,0,Electric Lettuce - Sellwood,0,Concentrate,rosin,1g,64,1
Happy Cabbage Farms,Happy Cabbage Farms Wedding Cake Gelato Hash Rosin Batter,PERCENTAGE,67.6,N/A,0,Electric Lettuce - Weilder,0,Concentrate,rosin,1g,64,3
Happy Cabbage Farms,Happy Cabbage Farms | Wedding Cake Gelato Fresh Press Rosin | 1g,PERCENTAGE,67.6,PERCENTAGE,0,Electric Lettuce - Old Town,0,Concentrate,rosin,1g,64,4
Happy Cabbage Farms,Happy Cabbage | Ice Cream Cake Fresh Press Rosin | 1g,PERCENTAGE,73,PERCENTAGE,0,Electric Lettuce - Alberta Arts District,1,Concentrate,rosin,1gC,64,998
Happy Cabbage Farms,Ice Cream Cake x Ice Cream Zunday Rosin Batter | 1g,PERCENTAGE,59.2,PERCENTAGE,0,Electric Lettuce - Old Town,0,Concentrate,rosin,1g,64,1
Happy Cabbage Farms,Happy Cabbage Farms Ice Cream Cake x Ice Cream Zunday Hash Rosin Batter,PERCENTAGE,59.2,N/A,0,Serra (Downtown Portland),1,Concentrate,rosin,1g,64.17,4
Happy Cabbage Farms,Happy Cabbage Farms Wedding Cake Gelato Fresh Press Rosin,PERCENTAGE,68.4,N/A,0,Serra (Downtown Portland),1,Concentrate,rosin,1g,64.17,3
Happy Cabbage Farms,Happy Cabbage | Johnny Glaze | Hash Rosin | 1g,PERCENTAGE,61.4,PERCENTAGE,0,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,64.17,10
Bos Nose Knows,Bos Nose Knows | Fresh Pressed 70u Rosin | Dosi Pie,PERCENTAGE,61.89,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,65,5
Bos Nose Knows,Bos Nose Knows | Full Spec Rosin | Grease Buckets,PERCENTAGE,70.94,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,65,14
Bos Nose Knows,Bos Nose Knows | Rosin Badder | Dosi Pie,PERCENTAGE,62.75,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,65,1
Bos Nose Knows,Bos Nose Knows | Rosin Badder | Grape Cream Cake,PERCENTAGE,65.47,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,65,15
Bos Nose Knows,Bos Nose Knows | Rosin Badder | Guavaz,PERCENTAGE,70.49,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,65,6
Bos Nose Knows,Bos Nose Knows | Rosin Badder | Mimosa,PERCENTAGE,68.23,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,65,4
Bos Nose Knows,Bos Nose Knows | Rosin Badder | Scoops,PERCENTAGE,66.44,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,65,9
Bos Nose Knows,Bos Nose Knows | Rosin Badder | Wonka Bars,PERCENTAGE,67,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,65,7
Happy Cabbage Farms,Gelato Glue Hash Rosin Batter | 1g,PERCENTAGE,69.9,PERCENTAGE,0.24,Serra (Belmont St - Portland),1,Concentrate,rosin,1gC,65,1
Happy Cabbage Farms,Happy Cabbage Farms | Fresh Pressed Rosin | Ice Cream Cake,PERCENTAGE,70.5,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,65,6
Happy Cabbage Farms,Happy Cabbage | Guard Dog | Rosin Batter | 1g,PERCENTAGE,69.2,PERCENTAGE,0,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,65,6
Happy Cabbage Farms,Happy Cabbage | Laser Sword Rosin Batter | 1g,PERCENTAGE,73.5,PERCENTAGE,0,Electric Lettuce - Alberta Arts District,1,Concentrate,rosin,1gC,65,9999
Highland Provisions,Sour Garlic Cookies Live Rosin Budder | 1g,PERCENTAGE,73.33,PERCENTAGE,0.21,Top Hat Express,1,Concentrate,badder,1g,65.83,5
Resin Ranchers,Designer OG WPFF Rosin | 1g,PERCENTAGE,74.06,PERCENTAGE,0.2,Serra (Belmont St - Portland),1,Concentrate,rosin,1gC,66,3
Resin Ranchers,Resin Ranchers | Zkittlez WPFF Rosin | 1g,PERCENTAGE,74.28,PERCENTAGE,0,Electric Lettuce - Alberta Arts District,1,Concentrate,rosin,1gC,66,9998
Resin Ranchers,Zkittlez Hash Rosin | 1g,PERCENTAGE,74.28,PERCENTAGE,0,Serra (Belmont St - Portland),1,Concentrate,rosin,1gC,66,3
BNK,BNK | 24K 90u Rosin Badder,PERCENTAGE,72.9,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,66.67,25
BNK,BNK | Trop Kush 90u Rosin Badder,PERCENTAGE,67.73,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,66.67,25
Happy Cabbage Farms,Happy Cabbage | Guard Dog | Rosin Batter | 1g,PERCENTAGE,69.2,PERCENTAGE,0,Oregons Finest (Convention Center),1,Concentrate,rosin,1g,66.67,1
Happy Cabbage Farms,Happy Cabbage | Johnny Glaze | Rosin Batter | 1g,PERCENTAGE,61.4,N/A,0,Oregons Finest (Convention Center),1,Concentrate,rosin,1g,66.67,2
Tao,Tao Bubble | GMO Cookies Hash Rosin,N/A,0,N/A,0,TJs on Powell,0,Concentrate,rosin,1g,66.67,25
Bos Nose Knows,Bos Nose Knows | 90u Rosin Badder | Dosi Pie,PERCENTAGE,63.56,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,68,10
Bos Nose Knows,Grease Bucket 90u Hash Rosin - Bos Nose Knows,PERCENTAGE,60,N/A,0,Natural RXemedies,0,Concentrate,hash,1g,68,10
Bos Nose Knows,Trop Kush Full Spectrum Hash Rosin - Bos Nose Knows,PERCENTAGE,60,N/A,0,Natural RXemedies,0,Concentrate,hash,1g,68,3
Happy Cabbage Farms,Happy Cabbage Farms | Hash Rosin Batter | LA Wedding Pop,PERCENTAGE,71,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,68,4
Happy Cabbage Farms,Happy Cabbage | Hash Rosin Batter | Chem Cookies,PERCENTAGE,68.3,PERCENTAGE,0.38,Oregrown (Portland),1,Concentrate,rosin,1g,68,1
Happy Cabbage Farms,Happy Cabbage | Hash Rosin Batter | Deez Cakes,PERCENTAGE,74.3,PERCENTAGE,0.22,Oregrown (Portland),1,Concentrate,rosin,1g,68,11
Happy Cabbage Farms,Happy Cabbage | Rosin Batter | Motor Breath + Ice Cream Cake,PERCENTAGE,70.5,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,68,1
Happy Cabbage Farms,Happy Cabbage | Gelato Glue Hash Rosin | 1g,PERCENTAGE,69.9,PERCENTAGE,0.24,MindRite,0,Concentrate,rosin,1g,68.33,8
Happy Cabbage Farms,Happy Cabbage | Melon Granita Hash Rosin | 1g,PERCENTAGE,69.3,PERCENTAGE,0.27,MindRite,0,Concentrate,rosin,1g,68.33,6
Happy Cabbage Farms,Happy Cabbage | Phantom Cake Hash Rosin | 1g,PERCENTAGE,72.9,PERCENTAGE,0.29,MindRite,0,Concentrate,rosin,1g,68.33,2
Bos Nose Knows,Bos Nose Knows | 90u Rosin Badder | Grease Buckets,PERCENTAGE,71.79,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,70,16
Bos Nose Knows,Bos Nose Knows | Full Spec Rosin | Trop Kush,PERCENTAGE,56.7,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,70,14
Bos Nose Knows,Bos Nose Knows | Rosin Badder | Mule Fuel,PERCENTAGE,69.55,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,70,6
Happy Cabbage Farms,Happy Cabbage Farms | Fresh Pressed Rosin | Phantom Cake,PERCENTAGE,72.9,PERCENTAGE,0.28,Oregrown (Portland),1,Concentrate,rosin,1g,70,2
Happy Cabbage Farms,[$70] Happy Cabbage - Kush Mints Rosin Badder,PERCENTAGE,77.9,N/A,0,Deanz Greenz (Foster),0,Concentrate,rosin,1g,70,5
Happy Cabbage Farms,[$70] Happy Cabbage - Wilson! Zero Fresh Pressed Hash Rosin,PERCENTAGE,72.2,N/A,0,Deanz Greenz (Foster),0,Concentrate,rosin,1g,70,5
Hash Hamilton,Hash Hamilton - DOUBLE DOSI - Hash Rosin - - I,PERCENTAGE,75.78,PERCENTAGE,1.52,Chalice Farms (Downtown),0,Concentrate,hash,1g,70,5
Hash Hamilton,Hash Hamilton - DOUBLE DOSI - Hash Rosin - - I,PERCENTAGE,75.78,PERCENTAGE,1.52,Chalice Farms (Powell),1,Concentrate,hash,1g,70,8
Hash Hamilton,Hash Hamilton - MELTED STRAWBERRY KOOLER - Hash Rosin - - H,PERCENTAGE,74.76,PERCENTAGE,2.14,Chalice Farms (Downtown),0,Concentrate,hash,1g,70,1
Hash Hamilton,Hash Hamilton - MELTED STRAWBERRY KOOLER - Hash Rosin - - H,PERCENTAGE,74.76,PERCENTAGE,2.14,Chalice Farms (Powell),1,Concentrate,hash,1g,70,8
Hash Hamilton,Hash Hamilton | Live Rosin Badder | Tropical Fusion,PERCENTAGE,77.95,PERCENTAGE,5.15,Oregrown (Portland),1,Concentrate,badder,1g,70,3
Highland Provisions,Paradise Circus Premium Live Rosin Jam | 1g,PERCENTAGE,0,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,hash,1g,70,7
Bos Nose Knows,Bos Nose Knows Strawberry Guava Rosin,PERCENTAGE,67.15,PERCENTAGE,0,Farma,1,Concentrate,rosin,1g,72,2
Decibel,Crescendo 90u Live Rosin - Decibel,PERCENTAGE,58.57,PERCENTAGE,0,Tetra Cannabis (Belmont),1,Concentrate,rosin,1g,72,8
Decibel,Donkey Butter 90u Live Rosin - Decibel,PERCENTAGE,63.34,PERCENTAGE,0,Tetra Cannabis (Belmont),1,Concentrate,rosin,1g,72,5
Decibel,Wonka Bars 90u Live Rosin - Decibel,PERCENTAGE,60.1,PERCENTAGE,0,Tetra Cannabis (Belmont),1,Concentrate,rosin,1g,72,5
Decibel Farms,Key Lime Pie Live Rosin | 1g,PERCENTAGE,64.07,PERCENTAGE,0,Tetra Cannabis (Belmont),1,Concentrate,rosin,1g,72,7
Decibel Farms,Mr. Clean Live Rosin | 1g,PERCENTAGE,63.4,PERCENTAGE,0,Tetra Cannabis (Belmont),1,Concentrate,rosin,1g,72,7
Happy Cabbage Farms,Happy Cabbage Farms Johnny Glaze 6* Rosin,PERCENTAGE,64.6,N/A,0,Electric Lettuce - Weilder,0,Concentrate,rosin,1g,72,4
Happy Cabbage Farms,Johnny Glaze 6 Star Rosin | 1g,PERCENTAGE,64.6,PERCENTAGE,0,Electric Lettuce - Old Town,0,Concentrate,rosin,1g,72,4
Happy Cabbage Farms,LA Wedding Pop 6 Star Rosin | 1g,PERCENTAGE,0,PERCENTAGE,0,Natural RXemedies,0,Concentrate,hash,1g,72,3
Happy Cabbage Farms,Happy Cabbage | Guard Dog | 6 Star | Rosin,PERCENTAGE,69.5,N/A,0,Oregons Finest (Convention Center),1,Concentrate,rosin,1g,72.5,4
Happy Cabbage Farms,Happy Cabbage | Johnny Glaze | 6 Star | Rosin,PERCENTAGE,64,N/A,0,Oregons Finest (Convention Center),1,Concentrate,rosin,1g,72.5,1
Happy Cabbage Farms,Happy Cabbage | Salami Leg | 6 Star Hash Rosin | 1g,PERCENTAGE,69.5,N/A,0,Oregons Finest (Convention Center),1,Concentrate,rosin,1g,72.5,2
Happy Cabbage Farms,Ice Cream Cake 6 Star Rosin | 1g,PERCENTAGE,0,PERCENTAGE,0,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,72.5,10
Happy Cabbage Farms,Garlic Mints 6 Star Rosin | 1g,PERCENTAGE,0.69,PERCENTAGE,0,Broadway Cannabis Market,0,Concentrate,rosin,1g,74,9
Happy Cabbage Farms,Stimulus Check 6* - Rosin - Happy Cabbage,PERCENTAGE,68.3,PERCENTAGE,0.24,Broadway Cannabis Market,0,Concentrate,rosin,1g,74,1
Happy Cabbage Farms,Sundae Driver 6* - Rosin - Happy Cabbage,PERCENTAGE,69.1,PERCENTAGE,0.37,Broadway Cannabis Market,0,Concentrate,rosin,1g,74,3
Happy Cabbage Farms,Deez Cakes 6 Star Rosin | 1g,PERCENTAGE,0,PERCENTAGE,0,Top Hat Express,1,Concentrate,rosin,1g,74.17,2
Happy Cabbage Farms,HCF I Alien Rock Candy (IH) 6* HashRosin,N/A,0,N/A,0,Top Hat Express,1,Concentrate,rosin,1g,74.17,5
Happy Cabbage Farms,HCF I Banana Breath 6* HashRosin,N/A,0,N/A,0,Top Hat Express,1,Concentrate,rosin,1g,74.17,3
Happy Cabbage Farms,HCF I Chem Cookies 6* HashRosin,N/A,0,N/A,0,Top Hat Express,1,Concentrate,rosin,1g,74.17,5
Happy Cabbage Farms,HCF I Gelato Glue 6* HashRosin,PERCENTAGE,69.6,PERCENTAGE,0.24,Top Hat Express,1,Concentrate,rosin,1g,74.17,10
Happy Cabbage Farms,HCF I Grape Bubble Tea 6* HashRosin,N/A,0,N/A,0,Top Hat Express,1,Concentrate,rosin,1g,74.17,5
Happy Cabbage Farms,HCF I Lemon Royale 6* HashRosin,N/A,0,N/A,0,Top Hat Express,1,Concentrate,rosin,1g,74.17,6
Happy Cabbage Farms,HCF I Strawberry Banana 6* HashRosin,N/A,0,N/A,0,Top Hat Express,1,Concentrate,rosin,1g,74.17,5
Happy Cabbage Farms,HCF I Wedding Cake Gelato 6* HashRosin,N/A,0,N/A,0,Top Hat Express,1,Concentrate,rosin,1g,74.17,4
Tao Bubble,Mac 1 Solventless Live Rosin 90-149U Micrometers,PERCENTAGE,72.2,PERCENTAGE,0,Somewhere PDX,0,Concentrate,rosin,1g,75,1
Happy Cabbage Farms,Gelato 25 6 Star Rosin | 1g,PERCENTAGE,66,PERCENTAGE,0,Farma,1,Concentrate,rosin,1g,76,2
Happy Cabbage Farms,Happy Cabbage Farms Gelato Cheesecake 6* Rosin,PERCENTAGE,71.2,PERCENTAGE,0,Electric Lettuce - Sellwood,0,Concentrate,rosin,1g,76,3
Happy Cabbage Farms,Happy Cabbage Farms Wedding Cake Gelato 6* Rosin,PERCENTAGE,68.4,PERCENTAGE,0,Electric Lettuce - Foster - Powell,0,Concentrate,rosin,1g,76,2
Happy Cabbage Farms,Guard Dog 6 Star Rosin | 1g,PERCENTAGE,69.5,PERCENTAGE,0,Homegrown Oregon (Beaverton),0,Concentrate,rosin,1g,76.67,2
Happy Cabbage Farms,Happy Cabbage | Guard Dog 6* | Hash Rosin | 1g,PERCENTAGE,69.5,PERCENTAGE,0,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,76.67,3
Happy Cabbage Farms,Happy Cabbage | Ice Cream Cake + Ice Cream Zunday 6* | 1g Hash Rosin,PERCENTAGE,59.7,PERCENTAGE,0,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,76.67,2
Happy Cabbage Farms,Happy Cabbage | Johnny Glaze 6* | Hash Rosin | 1g,PERCENTAGE,64.6,PERCENTAGE,0,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,76.67,8
Happy Cabbage Farms,Happy Cabbage | Johnny Glaze 6* | Hash Rosin | 1g,PERCENTAGE,64.6,PERCENTAGE,0,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,76.67,10
Happy Cabbage Farms,Happy Cabbage | Salami Leg 6* | Hash Rosin | 1g,PERCENTAGE,69.5,PERCENTAGE,-2,Oregons Finest (Pearl Dispensary),0,Concentrate,hash,1g,76.67,1
Happy Cabbage Farms,Happy Cabbage | Wedding Cake Gelato 6* | Hash Rosin | 1g,PERCENTAGE,69.4,PERCENTAGE,0.35,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,76.67,5
Happy Cabbage Farms,Happy Cabbage | Wedding Cake Gelato 6* | Hash Rosin | 1g,PERCENTAGE,69.4,PERCENTAGE,0.35,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,76.67,6
Happy Cabbage Farms,Happy Cabbage Farms | 6* Hash Rosin | Wedding Cake Gelato,PERCENTAGE,69.4,PERCENTAGE,0.35,Oregrown (Portland),1,Concentrate,hash,1g,78,5
Bos Nose Knows,Bos Nose Knows | 90u Rosin Badder | 24k,PERCENTAGE,72.9,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,80,5
Bos Nose Knows,Bos Nose Knows | 90u Rosin Badder | Trop Kush,PERCENTAGE,67.73,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,rosin,1g,80,7
Bos Nose Knows,Tallymon 90u Hash Rosin - Bos Nose Knows,PERCENTAGE,60,N/A,0,Natural RXemedies,0,Concentrate,hash,1g,80,4
Happy Cabbage Farms,Deez Cakes 6 Star Rosin | 1g,PERCENTAGE,74.2,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,hash,1g,80,15
Happy Cabbage Farms,Happy Cabbage Farms | 6* Hash Rosin | Gelato Cheesecake,PERCENTAGE,74.6,PERCENTAGE,0,Oregrown (Portland),1,Concentrate,hash,1g,80,7
Happy Cabbage Farms,Happy Cabbage Farms | 6* Hash Rosin | Lemon Royale,PERCENTAGE,67.6,PERCENTAGE,0.33,Oregrown (Portland),1,Concentrate,hash,1g,80,2
Happy Cabbage Farms,Happy Cabbage Farms | 6* Hash Rosin | Phantom Cake,PERCENTAGE,72.9,PERCENTAGE,0.27,Oregrown (Portland),1,Concentrate,hash,1g,80,1
Happy Cabbage Farms,Happy Cabbage | Citrus Funk 6* | 1g Hash Rosin,PERCENTAGE,74.2,N/A,0,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,80,3
Happy Cabbage Farms,Happy Cabbage | Citrus Funk 6* | 1g Hash Rosin,PERCENTAGE,74.2,N/A,0,Oregons Finest (Pearl Dispensary),0,Concentrate,rosin,1g,80,5
Happy Cabbage Farms,Happy Cabbage | Garlic Mints | 6 Star Hash Rosin | 1g,PERCENTAGE,67.8,PERCENTAGE,0.34,Oregons Finest (Convention Center),1,Concentrate,rosin,1g,80,4
Happy Cabbage Farms,Happy Cabbage | Wedding Cake Gelato | 6* Hash Rosin Batter | 1g,PERCENTAGE,68.4,PERCENTAGE,0,Electric Lettuce - Alberta Arts District,1,Concentrate,rosin,1gC,80,9998
Happy Cabbage Farms,Johnny Glaze 6 Star Rosin | 1g,PERCENTAGE,70.1,PERCENTAGE,0,Deanz Greenz (Foster),0,Concentrate,rosin,1g,80,5
Happy Cabbage Farms,[$80] Happy Cabbage - Gelato CheeseCake  Rosin,PERCENTAGE,67.8,N/A,0,Deanz Greenz (Sandy),0,Concentrate,rosin,1g,80,4
Happy Cabbage Farms,[$84] Happy Cabbage- Pirate Sweat Fresh Press Hash Rosin,PERCENTAGE,681,PERCENTAGE,5.45,Deanz Greenz (Foster),0,Concentrate,rosin,1g,84,2
Brendas,Brendas - Rosin Peppermint Patties (50mg),N/A,0,N/A,0,Urban Farmacy,1,Edible,,1g,7.5,3
Hapy Kitchen,Hapy Kitchen | Live Rosin Chocolate | Han Solo Burger | 50mg,MILLIGRAMS,50,MILLIGRAMS,0,Oregrown (Portland),1,Edible,chocolates,N/A,10,13
Mule Extracts,Hella Melon Rosin Gummy,MILLIGRAMS,46.4,N/A,0,Attis Trading Co (Gladstone),0,Edible,gummies,N/A,15,13
Mule Extracts,Mule Extracts - Hella Melon ROSIN Gummy,MILLIGRAMS,49.7,MILLIGRAMS,0,Urban Farmacy,1,Edible,gummies,.5g,15,6
Tao Gardens,Tao Gardens - Rosin Gummy - Lemonzest (50mg),N/A,0,N/A,0,Urban Farmacy,1,Edible,gummies,1g,16.04,3
Happy Cabbage Farms,HAPPY CABBAGE MANGO SOUR HASH ROSIN GUMMIES,N/A,0,N/A,0,Homegrown Oregon (Beaverton),0,Edible,gummies,28.5g,16.67,9
Happy Cabbage Farms,HAPPY CABBAGE RASPBERRY SOUR HASH ROSIN GUMMIES,N/A,0,N/A,0,Homegrown Oregon (Beaverton),0,Edible,gummies,28.5g,16.67,9
Happy Cabbage Farms,Mango Sour Rosin Gummies,MILLIGRAMS,50,MILLIGRAMS,0,Five Zero Trees (East Portland),0,Edible,gummies,.05g,16.67,1
Happy Cabbage Farms,Mango Sweet Rosin Gummies,MILLIGRAMS,50,MILLIGRAMS,0,Five Zero Trees (East Portland),0,Edible,gummies,.05g,16.67,2
Happy Cabbage Farms,Raspberry Sour Rosin Gummies,MILLIGRAMS,50,MILLIGRAMS,0,Five Zero Trees (East Portland),0,Edible,gummies,.05g,16.67,7
Happy Cabbage Farms,Sour Blueberry Hash Rosin Gummies | 10pk,MILLIGRAMS,45.3,MILLIGRAMS,0,Serra (Belmont St - Portland),1,Edible,gummies,N/A,16.67,17
Happy Cabbage Farms,Sour Mango Hash Rosin Gummies | 10pk,MILLIGRAMS,47,MILLIGRAMS,0,Serra (Belmont St - Portland),1,Edible,gummies,N/A,16.67,1
Happy Cabbage Farms,Sour Raspberry Hash Rosin Gummies | 10pk,MILLIGRAMS,47.1,MILLIGRAMS,0,Serra (Belmont St - Portland),1,Edible,gummies,N/A,16.67,10
Happy Cabbage Farms,Sweet Blueberry Hash Rosin Gummies [VE] [GF] | 10pk,MILLIGRAMS,51.5,MILLIGRAMS,0,Serra (Belmont St - Portland),1,Edible,gummies,N/A,16.67,11
Happy Cabbage Farms,Sweet Mango Hash Rosin Gummies | 10pk,MILLIGRAMS,48.4,MILLIGRAMS,0,Serra (Belmont St - Portland),1,Edible,gummies,N/A,16.67,12
Happy Cabbage Farms,Sweet Raspberry Hash Rosin Gummies  | 10pk,MILLIGRAMS,50,MILLIGRAMS,0,Serra (Belmont St - Portland),1,Edible,gummies,N/A,16.67,3
Willamette Valley Alchemy,WVA | Retreats Solventless Rosin | 10pk,MILLIGRAMS,50,N/A,0,Oregons Finest (Pearl Dispensary),0,Edible,,1.23oz,16.67,7
Tao Gardens,Lemon Zest Rosin Gummies - Tao Gardens - 50mg,MILLIGRAMS,50,N/A,0,Natural RXemedies,0,Edible,gummies,N/A,17,11
Tao Gardens,Passion Fruit Rosin Gummies - Tao Gardens - 50mg,MILLIGRAMS,50,N/A,0,Natural RXemedies,0,Edible,gummies,N/A,17,7
Crop Circle,Crop Circle | GMO Rosin Mint Dark Chocolate Truffles | 50mg,MILLIGRAMS,50,MILLIGRAMS,0,TJs on Powell,0,Edible,chocolates,23g,18.33,11
Crop Circle,Crop Circle | Strawberry Guava Rosin Strawberry Lemonade Dark Chocolate Truffles | 50mg,N/A,0,N/A,0,TJs on Powell,0,Edible,chocolates,23g,18.33,6
Crop Circle,Crop Circle | Tally Mon Rosin Orange Yuzu Chocolate Truffles | 50mg,MILLIGRAMS,49,MILLIGRAMS,0,TJs on Powell,0,Edible,chocolates,23g,18.33,11
Crop Circle,Crop Circle | Tally Mon Rosin Vanilla Hazelnut Chocolate Truffles | 50mg,MILLIGRAMS,50,MILLIGRAMS,0,TJs on Powell,0,Edible,chocolates,23g,18.33,15
Crop Circle,Crop Circle Chocolate - Dark Chocolate Rosin Truffle - Tallymon Yuzu Orange (2 pack),N/A,0,N/A,0,Urban Farmacy,1,Edible,chocolates,.5g,20,2
Crop Circle Chocolate,Crop Circle | Mint Truffle Rosin Infused | 2-Pieces 50mg,MILLIGRAMS,50,MILLIGRAMS,0,MindRite,0,Edible,chocolates,.05g,20,4
Nelson and Company Organics,Carefree Rosin Gummies - Nelson & Co,MILLIGRAMS,0,MILLIGRAMS,0,Tetra Cannabis (Belmont),1,Edible,gummies,27g,22,25
Verdant Leaf,Verdant Leaf Cart | Blackberry Fire Live Rosin,N/A,0,N/A,0,TJs on Powell,0,Vaporizers,cartridges,.5g,21.67,9
Verdant Leaf,Verdant Leaf Cart | GG4 Live Rosin,N/A,0,N/A,0,TJs on Powell,0,Vaporizers,cartridges,.5g,21.67,15
Verdant Leaf,Verdant Leaf Cart | Papaya Cake Live Rosin,N/A,0,N/A,0,TJs on Powell,0,Vaporizers,cartridges,.5g,21.67,8
Verdant Leaf,Verdant Leaf Cart | Tallymon Live Rosin,N/A,0,N/A,0,TJs on Powell,0,Vaporizers,cartridges,.5g,21.67,6
